r (A) g(r) Sn-I
5.000000000000000000e-01 1.920375013788275812e-59
6.530612244897959773e-01 9.843609931826717535e-53
8.061224489795918435e-01 1.976702191395851961e-46
9.591836734693877098e-01 1.555057995319813530e-40
1.112244897959183687e+00 4.792591753616715178e-35
1.265306122448979664e+00 5.786457672204780857e-30
1.418367346938775420e+00 2.736992604520858748e-25
1.571428571428571397e+00 5.071693106836008655e-21
1.724489795918367374e+00 3.681720426906461247e-17
1.877551020408163351e+00 1.047049338872019716e-13
2.030612244897959329e+00 1.166546313556042703e-10
2.183673469387755084e+00 5.091612254786961550e-08
2.336734693877550839e+00 8.706170327854665780e-06
2.489795918367347038e+00 5.831999722669957116e-04
2.642857142857142794e+00 1.530475313004626449e-02
2.795918367346938993e+00 1.573452589794558376e-01
2.948979591836734748e+00 6.337230347905139505e-01
3.102040816326530503e+00 9.999167048436615746e-01
3.255102040816326703e+00 6.180827929592518366e-01
3.408163265306122458e+00 1.496745570357103650e-01
3.561224489795918657e+00 1.419932856354704821e-02
3.714285714285714413e+00 5.277231359529595180e-04
3.867346938775510168e+00 7.683568356470354423e-06
4.020408163265306811e+00 4.382665074488829146e-08
4.173469387755101678e+00 9.793368706041972156e-11
4.326530612244898322e+00 8.573229045698455604e-14
4.479591836734694077e+00 2.940188988827300694e-17
4.632653061224489832e+00 3.950249854668348440e-21
4.785714285714285587e+00 2.079181410541242215e-25
4.938775510204081343e+00 4.287248926222679965e-30
5.091836734693877986e+00 3.463247391191386791e-35
5.244897959183673741e+00 1.095990601873435476e-40
5.397959183673469497e+00 1.358778427641032998e-46
5.551020408163265252e+00 6.599468424379532080e-53
5.704081632653061007e+00 1.255705412349002165e-59
5.857142857142857650e+00 9.360198866862662526e-67
6.010204081632653406e+00 2.733385488373476123e-74
6.163265306122449161e+00 3.127052637755701873e-82
6.316326530612244916e+00 1.401483528880335768e-90
6.469387755102040671e+00 2.460703591312685341e-99
6.622448979591837315e+00 1.692579618767064936e-108
6.775510204081633070e+00 4.560972038435961975e-118
6.928571428571428825e+00 4.814866070318634128e-128
7.081632653061224580e+00 1.991267070001825757e-138
7.234693877551020336e+00 3.226215037009249966e-149
7.387755102040816091e+00 2.047743750466762488e-160
7.540816326530612734e+00 5.091859435568725691e-172
7.693877551020408490e+00 4.960160184706252310e-184
7.846938775510204245e+00 1.892925390313094520e-196
8.000000000000000000e+00 2.830021859288268802e-209
