r (A) g(r) Pb-I
5.000000000000000000e-01 2.507847550636139334e-52
6.530612244897959773e-01 1.399200427069119401e-46
8.061224489795918435e-01 3.575258718904649429e-41
9.591836734693877098e-01 4.183923824493176519e-36
1.112244897959183687e+00 2.242377940192395936e-31
1.265306122448979664e+00 5.504052970030832874e-27
1.418367346938775420e+00 6.187356594777722113e-23
1.571428571428571397e+00 3.185491399896919894e-19
1.724489795918367374e+00 7.510977768465434434e-16
1.877551020408163351e+00 8.110829370969429105e-13
2.030612244897959329e+00 4.011278380592936451e-10
2.183673469387755084e+00 9.085505372732602488e-08
2.336734693877550839e+00 9.424626006215584329e-06
2.489795918367347038e+00 4.477420775195512133e-04
2.642857142857142794e+00 9.741827694628935747e-03
2.795918367346938993e+00 9.707373206880602623e-02
2.948979591836734748e+00 4.430081934461484461e-01
3.102040816326530503e+00 9.259137627743856402e-01
3.255102040816326703e+00 8.862945310017347200e-01
3.408163265306122458e+00 3.885387587527729392e-01
3.561224489795918657e+00 7.800804185245023559e-02
3.714285714285714413e+00 7.172873198591338435e-03
3.867346938775510168e+00 3.020617120305350714e-04
4.020408163265306811e+00 5.825684415812218919e-06
4.173469387755101678e+00 5.145729811557810672e-08
4.326530612244898322e+00 2.081592680076930890e-10
4.479591836734694077e+00 3.856499454285411073e-13
4.632653061224489832e+00 3.272197778771502186e-16
4.785714285714285587e+00 1.271553289664417849e-19
4.938775510204081343e+00 2.262967595391720651e-23
5.091836734693877986e+00 1.844466846893761420e-27
5.244897959183673741e+00 6.885129622034776356e-32
5.397959183673469497e+00 1.177069583462120313e-36
5.551020408163265252e+00 9.215966825196829299e-42
5.704081632653061007e+00 3.304672429888524732e-47
5.857142857142857650e+00 5.427060721442527833e-53
6.010204081632653406e+00 4.081780939420929236e-59
6.163265306122449161e+00 1.405993959770190465e-65
6.316326530612244916e+00 2.218022592814638203e-72
6.469387755102040671e+00 1.602497000275886204e-79
6.622448979591837315e+00 5.302457959896059731e-87
6.775510204081633070e+00 8.035372079723537970e-95
6.928571428571428825e+00 5.576779823018568713e-103
7.081632653061224580e+00 1.772595956296911107e-111
7.234693877551020336e+00 2.580386488021158974e-120
7.387755102040816091e+00 1.720317126512584158e-129
7.540816326530612734e+00 5.252680871162178792e-139
7.693877551020408490e+00 7.345177036563849735e-149
7.846938775510204245e+00 4.704053677377972742e-159
8.000000000000000000e+00 1.379720187589466290e-169
